starttime	seconds	ctime	dtime	ttime	wait
Fri Mar 27 20:32:39 2026	1774639959	119	1168	1287	1168
Fri Mar 27 20:35:10 2026	1774640110	118	1169	1287	1169
Fri Mar 27 20:32:33 2026	1774639953	153	1134	1287	1134
Fri Mar 27 20:35:39 2026	1774640139	150	1137	1287	1137
Fri Mar 27 20:35:59 2026	1774640159	109	1178	1287	1178
Fri Mar 27 20:32:35 2026	1774639955	158	1130	1287	1130
Fri Mar 27 20:34:09 2026	1774640049	134	1153	1287	1153
Fri Mar 27 20:33:15 2026	1774639995	143	1145	1287	1145
Fri Mar 27 20:35:14 2026	1774640114	117	1170	1287	1170
Fri Mar 27 20:32:44 2026	1774639964	111	1177	1288	1177
Fri Mar 27 20:34:09 2026	1774640049	137	1150	1288	1150
Fri Mar 27 20:34:22 2026	1774640062	118	1169	1288	1169
Fri Mar 27 20:33:08 2026	1774639988	121	1166	1288	1166
Fri Mar 27 20:34:03 2026	1774640043	141	1147	1288	1147
Fri Mar 27 20:34:32 2026	1774640072	127	1160	1288	1160
Fri Mar 27 20:32:39 2026	1774639959	120	1168	1288	1168
Fri Mar 27 20:34:47 2026	1774640087	148	1140	1288	1140
Fri Mar 27 20:32:28 2026	1774639948	127	1161	1288	1160
Fri Mar 27 20:35:05 2026	1774640105	134	1154	1288	1154
Fri Mar 27 20:34:20 2026	1774640060	152	1136	1288	1136
Fri Mar 27 20:34:50 2026	1774640090	124	1164	1288	1164
Fri Mar 27 20:34:20 2026	1774640060	152	1136	1288	1136
Fri Mar 27 20:35:05 2026	1774640105	134	1154	1288	1154
Fri Mar 27 20:32:33 2026	1774639953	154	1134	1288	1134
Fri Mar 27 20:33:45 2026	1774640025	126	1162	1288	1162
Fri Mar 27 20:32:40 2026	1774639960	123	1165	1288	1165
Fri Mar 27 20:32:28 2026	1774639948	127	1161	1288	1161
Fri Mar 27 20:34:53 2026	1774640093	144	1144	1288	1144
Fri Mar 27 20:34:04 2026	1774640044	123	1165	1288	1165
Fri Mar 27 20:34:41 2026	1774640081	119	1169	1288	1169
Fri Mar 27 20:34:57 2026	1774640097	123	1165	1288	1165
Fri Mar 27 20:33:48 2026	1774640028	122	1166	1288	1166
Fri Mar 27 20:33:56 2026	1774640036	128	1160	1288	1160
Fri Mar 27 20:33:56 2026	1774640036	122	1166	1288	1163
Fri Mar 27 20:34:00 2026	1774640040	138	1150	1289	1150
Fri Mar 27 20:32:37 2026	1774639957	115	1174	1289	1174
Fri Mar 27 20:34:37 2026	1774640077	114	1175	1289	1168
Fri Mar 27 20:34:09 2026	1774640049	116	1173	1289	1172
Fri Mar 27 20:33:50 2026	1774640030	151	1138	1289	1138
Fri Mar 27 20:32:38 2026	1774639958	116	1173	1289	1173
Fri Mar 27 20:33:50 2026	1774640030	113	1176	1289	1176
Fri Mar 27 20:34:52 2026	1774640092	134	1155	1289	1155
Fri Mar 27 20:36:07 2026	1774640167	121	1168	1289	1168
Fri Mar 27 20:34:52 2026	1774640092	134	1155	1289	1155
Fri Mar 27 20:33:15 2026	1774639995	164	1125	1289	1125
Fri Mar 27 20:35:36 2026	1774640136	111	1178	1289	1178
Fri Mar 27 20:32:34 2026	1774639954	116	1174	1289	1174
Fri Mar 27 20:33:44 2026	1774640024	107	1183	1289	1183
Fri Mar 27 20:33:44 2026	1774640024	112	1178	1289	1178
Fri Mar 27 20:34:08 2026	1774640048	137	1152	1289	1152
Fri Mar 27 20:36:15 2026	1774640175	132	1157	1289	1157
Fri Mar 27 20:32:28 2026	1774639948	127	1162	1290	1162
Fri Mar 27 20:32:59 2026	1774639979	124	1165	1290	1165
Fri Mar 27 20:34:44 2026	1774640084	116	1173	1290	1173
Fri Mar 27 20:32:50 2026	1774639970	148	1142	1290	1142
Fri Mar 27 20:32:42 2026	1774639962	120	1169	1290	1169
Fri Mar 27 20:34:03 2026	1774640043	137	1153	1290	1153
Fri Mar 27 20:35:09 2026	1774640109	130	1160	1290	1160
Fri Mar 27 20:33:27 2026	1774640007	139	1150	1290	1150
Fri Mar 27 20:33:27 2026	1774640007	140	1150	1290	1150
Fri Mar 27 20:33:58 2026	1774640038	125	1165	1290	1165
Fri Mar 27 20:33:58 2026	1774640038	125	1165	1290	1165
Fri Mar 27 20:35:59 2026	1774640159	130	1160	1290	1158
Fri Mar 27 20:33:47 2026	1774640027	126	1164	1290	1164
Fri Mar 27 20:36:09 2026	1774640169	161	1129	1290	1129
Fri Mar 27 20:33:31 2026	1774640011	132	1159	1290	1159
Fri Mar 27 20:34:43 2026	1774640083	132	1158	1290	1158
Fri Mar 27 20:33:31 2026	1774640011	155	1135	1290	1135
Fri Mar 27 20:34:51 2026	1774640091	142	1148	1290	1148
Fri Mar 27 20:34:13 2026	1774640053	120	1170	1290	1170
Fri Mar 27 20:32:58 2026	1774639978	113	1178	1291	1178
Fri Mar 27 20:33:03 2026	1774639983	110	1180	1291	1180
Fri Mar 27 20:32:41 2026	1774639961	168	1123	1291	1123
Fri Mar 27 20:32:31 2026	1774639951	125	1166	1291	1165
Fri Mar 27 20:34:20 2026	1774640060	123	1168	1291	1167
Fri Mar 27 20:33:42 2026	1774640022	131	1160	1291	1160
Fri Mar 27 20:33:25 2026	1774640005	116	1174	1291	1174
Fri Mar 27 20:36:21 2026	1774640181	121	1170	1291	1170
Fri Mar 27 20:32:47 2026	1774639967	132	1159	1291	1159
Fri Mar 27 20:33:42 2026	1774640022	131	1160	1291	1160
Fri Mar 27 20:33:01 2026	1774639981	123	1168	1291	1166
Fri Mar 27 20:32:27 2026	1774639947	111	1180	1291	1180
Fri Mar 27 20:35:05 2026	1774640105	173	1118	1291	1118
Fri Mar 27 20:33:01 2026	1774639981	123	1168	1291	1168
Fri Mar 27 20:33:29 2026	1774640009	157	1134	1291	1134
Fri Mar 27 20:36:16 2026	1774640176	141	1150	1291	1150
Fri Mar 27 20:33:38 2026	1774640018	135	1157	1291	1156
Fri Mar 27 20:33:42 2026	1774640022	131	1160	1291	1160
Fri Mar 27 20:33:18 2026	1774639998	124	1167	1291	1167
Fri Mar 27 20:32:28 2026	1774639948	127	1164	1291	1164
Fri Mar 27 20:33:31 2026	1774640011	131	1160	1291	1160
Fri Mar 27 20:33:52 2026	1774640032	127	1164	1292	1164
Fri Mar 27 20:33:15 2026	1774639995	162	1130	1292	1130
Fri Mar 27 20:33:09 2026	1774639989	157	1134	1292	1134
Fri Mar 27 20:32:28 2026	1774639948	127	1164	1292	1163
Fri Mar 27 20:32:42 2026	1774639962	149	1143	1292	1143
Fri Mar 27 20:34:32 2026	1774640072	118	1174	1292	1174
Fri Mar 27 20:34:58 2026	1774640098	121	1171	1292	1170
Fri Mar 27 20:34:09 2026	1774640049	122	1170	1292	1170
Fri Mar 27 20:36:09 2026	1774640169	161	1131	1292	1131
Fri Mar 27 20:35:16 2026	1774640116	119	1173	1292	1173
Fri Mar 27 20:33:55 2026	1774640035	128	1164	1292	1164
Fri Mar 27 20:34:32 2026	1774640072	132	1159	1292	1159
Fri Mar 27 20:33:55 2026	1774640035	135	1157	1292	1157
Fri Mar 27 20:36:14 2026	1774640174	122	1170	1292	1169
Fri Mar 27 20:33:55 2026	1774640035	130	1162	1292	1161
Fri Mar 27 20:35:13 2026	1774640113	117	1175	1292	1175
Fri Mar 27 20:32:38 2026	1774639958	122	1170	1292	1170
Fri Mar 27 20:33:31 2026	1774640011	157	1135	1292	1135
Fri Mar 27 20:36:17 2026	1774640177	134	1158	1292	1158
Fri Mar 27 20:34:31 2026	1774640071	116	1176	1292	1176
Fri Mar 27 20:35:41 2026	1774640141	131	1161	1292	1161
Fri Mar 27 20:34:00 2026	1774640040	137	1155	1292	1155
Fri Mar 27 20:34:46 2026	1774640086	155	1137	1292	1137
Fri Mar 27 20:36:00 2026	1774640160	149	1143	1292	1143
Fri Mar 27 20:32:43 2026	1774639963	118	1174	1292	1174
Fri Mar 27 20:33:36 2026	1774640016	153	1139	1292	1139
Fri Mar 27 20:34:00 2026	1774640040	140	1153	1293	1152
Fri Mar 27 20:34:58 2026	1774640098	140	1152	1293	1152
Fri Mar 27 20:32:27 2026	1774639947	112	1181	1293	1181
Fri Mar 27 20:36:12 2026	1774640172	146	1147	1293	1147
Fri Mar 27 20:32:58 2026	1774639978	115	1178	1293	1177
Fri Mar 27 20:33:01 2026	1774639981	155	1138	1293	1138
Fri Mar 27 20:32:50 2026	1774639970	140	1153	1293	1153
Fri Mar 27 20:33:15 2026	1774639995	162	1131	1293	1130
Fri Mar 27 20:33:01 2026	1774639981	155	1138	1293	1138
Fri Mar 27 20:33:06 2026	1774639986	118	1175	1293	1175
Fri Mar 27 20:35:15 2026	1774640115	143	1150	1293	1150
Fri Mar 27 20:32:27 2026	1774639947	113	1180	1293	1180
Fri Mar 27 20:33:26 2026	1774640006	119	1174	1293	1174
Fri Mar 27 20:33:44 2026	1774640024	115	1178	1293	1178
Fri Mar 27 20:34:53 2026	1774640093	151	1142	1293	1142
Fri Mar 27 20:35:13 2026	1774640113	115	1179	1293	1179
Fri Mar 27 20:34:53 2026	1774640093	152	1141	1293	1141
Fri Mar 27 20:33:57 2026	1774640037	153	1141	1293	1141
Fri Mar 27 20:34:53 2026	1774640093	133	1160	1293	1160
Fri Mar 27 20:34:28 2026	1774640068	117	1177	1293	1176
Fri Mar 27 20:33:03 2026	1774639983	113	1181	1293	1180
Fri Mar 27 20:34:16 2026	1774640056	142	1152	1293	1152
Fri Mar 27 20:34:53 2026	1774640093	133	1160	1293	1160
Fri Mar 27 20:33:03 2026	1774639983	114	1179	1293	1179
Fri Mar 27 20:33:33 2026	1774640013	120	1173	1293	1171
Fri Mar 27 20:33:42 2026	1774640022	131	1163	1293	1163
Fri Mar 27 20:36:24 2026	1774640184	124	1170	1293	1170
Fri Mar 27 20:34:20 2026	1774640060	148	1145	1293	1145
Fri Mar 27 20:32:48 2026	1774639968	147	1146	1294	1146
Fri Mar 27 20:34:40 2026	1774640080	123	1171	1294	1171
Fri Mar 27 20:35:15 2026	1774640115	110	1184	1294	1184
Fri Mar 27 20:35:39 2026	1774640139	126	1168	1294	1168
Fri Mar 27 20:33:28 2026	1774640008	142	1152	1294	1152
Fri Mar 27 20:34:08 2026	1774640048	140	1154	1294	1152
Fri Mar 27 20:33:42 2026	1774640022	131	1163	1294	1163
Fri Mar 27 20:33:58 2026	1774640038	143	1151	1294	1151
Fri Mar 27 20:33:13 2026	1774639993	151	1143	1294	1143
Fri Mar 27 20:32:42 2026	1774639962	152	1142	1294	1142
Fri Mar 27 20:32:31 2026	1774639951	134	1160	1294	1160
Fri Mar 27 20:36:10 2026	1774640170	148	1147	1294	1146
Fri Mar 27 20:35:05 2026	1774640105	115	1179	1294	1179
Fri Mar 27 20:35:18 2026	1774640118	128	1166	1294	1161
Fri Mar 27 20:33:42 2026	1774640022	131	1164	1294	1163
Fri Mar 27 20:34:07 2026	1774640047	154	1140	1294	1140
Fri Mar 27 20:32:43 2026	1774639963	136	1158	1294	1158
Fri Mar 27 20:32:29 2026	1774639949	143	1151	1294	1151
Fri Mar 27 20:32:29 2026	1774639949	143	1151	1294	1151
Fri Mar 27 20:33:19 2026	1774639999	148	1147	1294	1147
Fri Mar 27 20:33:56 2026	1774640036	125	1170	1295	1170
Fri Mar 27 20:34:00 2026	1774640040	139	1156	1295	1155
Fri Mar 27 20:32:29 2026	1774639949	143	1151	1295	1151
Fri Mar 27 20:32:33 2026	1774639953	127	1168	1295	1168
Fri Mar 27 20:32:52 2026	1774639972	141	1153	1295	1153
Fri Mar 27 20:33:36 2026	1774640016	159	1135	1295	1135
Fri Mar 27 20:34:14 2026	1774640054	163	1132	1295	1132
Fri Mar 27 20:32:32 2026	1774639952	116	1179	1295	1179
Fri Mar 27 20:32:40 2026	1774639960	130	1165	1295	1165
Fri Mar 27 20:33:47 2026	1774640027	131	1164	1295	1163
Fri Mar 27 20:32:18 2026	1774639938	110	1185	1295	1183
Fri Mar 27 20:34:27 2026	1774640067	126	1169	1295	1169
Fri Mar 27 20:32:48 2026	1774639968	146	1149	1295	1149
Fri Mar 27 20:33:58 2026	1774640038	143	1153	1295	1153
Fri Mar 27 20:34:00 2026	1774640040	140	1155	1295	1155
Fri Mar 27 20:33:48 2026	1774640028	131	1165	1295	1164
Fri Mar 27 20:35:02 2026	1774640102	165	1130	1295	1130
Fri Mar 27 20:34:32 2026	1774640072	135	1160	1295	1160
Fri Mar 27 20:34:32 2026	1774640072	125	1170	1295	1170
Fri Mar 27 20:35:40 2026	1774640140	127	1168	1295	1168
Fri Mar 27 20:33:37 2026	1774640017	142	1153	1295	1153
Fri Mar 27 20:34:46 2026	1774640086	125	1171	1296	1171
Fri Mar 27 20:34:21 2026	1774640061	117	1178	1296	1178
Fri Mar 27 20:35:35 2026	1774640135	127	1169	1296	1169
Fri Mar 27 20:35:40 2026	1774640140	127	1168	1296	1168
Fri Mar 27 20:35:40 2026	1774640140	127	1169	1296	1168
Fri Mar 27 20:34:35 2026	1774640075	112	1184	1296	1184
Fri Mar 27 20:34:30 2026	1774640070	128	1168	1296	1168
Fri Mar 27 20:33:24 2026	1774640004	124	1172	1296	1172
Fri Mar 27 20:34:36 2026	1774640076	125	1171	1296	1171
Fri Mar 27 20:36:17 2026	1774640177	119	1177	1296	1177
Fri Mar 27 20:34:46 2026	1774640086	125	1171	1296	1171
Fri Mar 27 20:33:09 2026	1774639989	132	1164	1296	1163
Fri Mar 27 20:34:13 2026	1774640053	116	1180	1296	1180
Fri Mar 27 20:32:40 2026	1774639960	126	1170	1296	1170
Fri Mar 27 20:35:08 2026	1774640108	140	1156	1296	1156
Fri Mar 27 20:32:57 2026	1774639977	134	1162	1296	1162
Fri Mar 27 20:34:06 2026	1774640046	131	1165	1296	1165
Fri Mar 27 20:34:01 2026	1774640041	144	1152	1296	1152
Fri Mar 27 20:33:53 2026	1774640033	122	1175	1296	1175
Fri Mar 27 20:33:58 2026	1774640038	134	1162	1296	1162
Fri Mar 27 20:33:33 2026	1774640013	123	1174	1296	1174
Fri Mar 27 20:33:53 2026	1774640033	121	1175	1296	1175
Fri Mar 27 20:33:33 2026	1774640013	118	1178	1296	1178
Fri Mar 27 20:33:24 2026	1774640004	124	1173	1296	1173
Fri Mar 27 20:36:14 2026	1774640174	122	1174	1296	1174
Fri Mar 27 20:34:26 2026	1774640066	131	1166	1297	1166
Fri Mar 27 20:34:06 2026	1774640046	128	1168	1297	1168
Fri Mar 27 20:35:00 2026	1774640100	143	1153	1297	1153
Fri Mar 27 20:34:35 2026	1774640075	130	1167	1297	1167
Fri Mar 27 20:34:06 2026	1774640046	123	1173	1297	1173
Fri Mar 27 20:34:29 2026	1774640069	135	1162	1297	1162
Fri Mar 27 20:34:20 2026	1774640060	113	1184	1297	1184
Fri Mar 27 20:35:00 2026	1774640100	144	1153	1297	1153
Fri Mar 27 20:33:30 2026	1774640010	139	1157	1297	1157
Fri Mar 27 20:33:50 2026	1774640030	125	1171	1297	1171
Fri Mar 27 20:34:03 2026	1774640043	150	1147	1297	1147
Fri Mar 27 20:35:43 2026	1774640143	136	1161	1297	1161
Fri Mar 27 20:35:21 2026	1774640121	134	1163	1297	1163
Fri Mar 27 20:32:57 2026	1774639977	126	1171	1297	1171
Fri Mar 27 20:36:14 2026	1774640174	121	1176	1297	1176
Fri Mar 27 20:33:50 2026	1774640030	127	1170	1297	1170
Fri Mar 27 20:34:30 2026	1774640070	132	1165	1297	1165
Fri Mar 27 20:35:21 2026	1774640121	134	1163	1297	1163
Fri Mar 27 20:34:53 2026	1774640093	161	1137	1297	1134
Fri Mar 27 20:33:57 2026	1774640037	132	1165	1297	1165
Fri Mar 27 20:33:58 2026	1774640038	154	1143	1297	1143
Fri Mar 27 20:33:44 2026	1774640024	121	1177	1297	1177
Fri Mar 27 20:35:43 2026	1774640143	136	1162	1297	1161
Fri Mar 27 20:34:20 2026	1774640060	163	1134	1297	1134
Fri Mar 27 20:34:06 2026	1774640046	123	1174	1297	1174
Fri Mar 27 20:35:43 2026	1774640143	136	1162	1297	1162
Fri Mar 27 20:35:21 2026	1774640121	135	1163	1297	1162
Fri Mar 27 20:34:18 2026	1774640058	133	1165	1298	1165
Fri Mar 27 20:36:26 2026	1774640186	147	1151	1298	1151
Fri Mar 27 20:33:26 2026	1774640006	123	1174	1298	1174
Fri Mar 27 20:33:56 2026	1774640036	150	1148	1298	1148
Fri Mar 27 20:35:01 2026	1774640101	109	1189	1298	1189
Fri Mar 27 20:33:29 2026	1774640009	115	1183	1298	1183
Fri Mar 27 20:34:05 2026	1774640045	150	1147	1298	1147
Fri Mar 27 20:32:53 2026	1774639973	136	1162	1298	1162
Fri Mar 27 20:34:53 2026	1774640093	161	1137	1298	1137
Fri Mar 27 20:35:29 2026	1774640129	177	1121	1298	1121
Fri Mar 27 20:34:05 2026	1774640045	150	1148	1298	1147
Fri Mar 27 20:33:26 2026	1774640006	123	1175	1298	1174
Fri Mar 27 20:35:38 2026	1774640138	145	1153	1298	1153
Fri Mar 27 20:33:26 2026	1774640006	123	1175	1298	1174
Fri Mar 27 20:33:26 2026	1774640006	121	1177	1298	1177
Fri Mar 27 20:32:42 2026	1774639962	121	1177	1298	1176
Fri Mar 27 20:36:06 2026	1774640166	163	1135	1298	1134
Fri Mar 27 20:33:53 2026	1774640033	119	1179	1298	1179
Fri Mar 27 20:33:09 2026	1774639989	132	1166	1298	1166
Fri Mar 27 20:33:56 2026	1774640036	150	1148	1298	1148
Fri Mar 27 20:32:58 2026	1774639978	142	1156	1298	1156
Fri Mar 27 20:34:06 2026	1774640046	126	1172	1298	1172
Fri Mar 27 20:33:56 2026	1774640036	150	1148	1298	1148
Fri Mar 27 20:32:54 2026	1774639974	135	1164	1298	1163
Fri Mar 27 20:32:55 2026	1774639975	125	1173	1298	1173
Fri Mar 27 20:33:17 2026	1774639997	128	1170	1298	1170
Fri Mar 27 20:35:40 2026	1774640140	157	1142	1298	1142
Fri Mar 27 20:33:59 2026	1774640039	128	1171	1298	1170
Fri Mar 27 20:34:09 2026	1774640049	120	1178	1298	1178
Fri Mar 27 20:35:02 2026	1774640102	141	1158	1298	1158
Fri Mar 27 20:34:16 2026	1774640056	111	1188	1298	1187
Fri Mar 27 20:33:21 2026	1774640001	130	1168	1298	1168
Fri Mar 27 20:36:07 2026	1774640167	133	1166	1299	1166
Fri Mar 27 20:34:02 2026	1774640042	126	1172	1299	1172
Fri Mar 27 20:34:02 2026	1774640042	126	1172	1299	1172
Fri Mar 27 20:33:06 2026	1774639986	128	1171	1299	1170
Fri Mar 27 20:33:32 2026	1774640012	164	1134	1299	1134
Fri Mar 27 20:33:50 2026	1774640030	127	1172	1299	1171
Fri Mar 27 20:32:40 2026	1774639960	132	1167	1299	1167
Fri Mar 27 20:33:52 2026	1774640032	121	1178	1299	1178
Fri Mar 27 20:35:02 2026	1774640102	165	1134	1299	1134
Fri Mar 27 20:33:06 2026	1774639986	128	1171	1299	1171
Fri Mar 27 20:35:40 2026	1774640140	157	1142	1299	1142
Fri Mar 27 20:35:02 2026	1774640102	134	1165	1299	1165
Fri Mar 27 20:33:14 2026	1774639994	133	1166	1299	1166
Fri Mar 27 20:32:41 2026	1774639961	122	1178	1299	1178
Fri Mar 27 20:35:41 2026	1774640141	132	1167	1299	1167
Fri Mar 27 20:34:52 2026	1774640092	132	1167	1300	1167
Fri Mar 27 20:33:37 2026	1774640017	129	1170	1300	1170
Fri Mar 27 20:33:28 2026	1774640008	132	1168	1300	1168
Fri Mar 27 20:33:28 2026	1774640008	132	1168	1300	1168
Fri Mar 27 20:33:31 2026	1774640011	133	1167	1300	1167
Fri Mar 27 20:35:15 2026	1774640115	139	1161	1300	1161
Fri Mar 27 20:32:31 2026	1774639951	132	1168	1300	1168
Fri Mar 27 20:33:22 2026	1774640002	129	1171	1300	1171
Fri Mar 27 20:33:41 2026	1774640021	133	1167	1300	1165
Fri Mar 27 20:33:56 2026	1774640036	128	1172	1300	1172
Fri Mar 27 20:33:56 2026	1774640036	126	1174	1300	1174
Fri Mar 27 20:35:00 2026	1774640100	151	1149	1300	1149
Fri Mar 27 20:34:27 2026	1774640067	127	1173	1300	1173
Fri Mar 27 20:34:27 2026	1774640067	143	1157	1300	1157
Fri Mar 27 20:35:00 2026	1774640100	151	1149	1300	1149
Fri Mar 27 20:33:56 2026	1774640036	128	1172	1300	1172
Fri Mar 27 20:34:05 2026	1774640045	151	1150	1300	1150
Fri Mar 27 20:32:39 2026	1774639959	125	1176	1300	1175
Fri Mar 27 20:36:24 2026	1774640184	134	1166	1300	1166
Fri Mar 27 20:35:29 2026	1774640129	137	1164	1300	1164
Fri Mar 27 20:35:09 2026	1774640109	115	1185	1301	1185
Fri Mar 27 20:33:56 2026	1774640036	131	1170	1301	1170
Fri Mar 27 20:33:01 2026	1774639981	122	1178	1301	1178
Fri Mar 27 20:34:26 2026	1774640066	133	1168	1301	1168
Fri Mar 27 20:35:59 2026	1774640159	122	1178	1301	1178
Fri Mar 27 20:33:29 2026	1774640009	125	1176	1301	1176
Fri Mar 27 20:32:56 2026	1774639976	131	1169	1301	1169
Fri Mar 27 20:35:35 2026	1774640135	171	1130	1301	1130
Fri Mar 27 20:35:09 2026	1774640109	115	1185	1301	1185
Fri Mar 27 20:36:00 2026	1774640160	131	1169	1301	1169
Fri Mar 27 20:36:26 2026	1774640186	112	1189	1301	1189
Fri Mar 27 20:34:18 2026	1774640058	132	1169	1301	1169
Fri Mar 27 20:36:18 2026	1774640178	131	1170	1301	1170
Fri Mar 27 20:34:06 2026	1774640046	126	1175	1301	1175
Fri Mar 27 20:34:48 2026	1774640088	139	1162	1301	1162
Fri Mar 27 20:34:07 2026	1774640047	151	1150	1301	1150
Fri Mar 27 20:35:42 2026	1774640142	110	1191	1301	1191
Fri Mar 27 20:34:19 2026	1774640059	144	1157	1301	1157
Fri Mar 27 20:32:56 2026	1774639976	132	1169	1301	1169
Fri Mar 27 20:36:09 2026	1774640169	137	1164	1301	1164
Fri Mar 27 20:34:57 2026	1774640097	115	1187	1301	1187
Fri Mar 27 20:35:32 2026	1774640132	170	1131	1301	1131
Fri Mar 27 20:33:32 2026	1774640012	134	1167	1301	1167
Fri Mar 27 20:35:32 2026	1774640132	171	1131	1301	1131
Fri Mar 27 20:33:04 2026	1774639984	156	1146	1301	1146
Fri Mar 27 20:33:59 2026	1774640039	148	1153	1301	1153
Fri Mar 27 20:32:48 2026	1774639968	131	1170	1301	1170
Fri Mar 27 20:33:32 2026	1774640012	130	1171	1301	1171
Fri Mar 27 20:35:03 2026	1774640103	109	1192	1301	1192
Fri Mar 27 20:32:48 2026	1774639968	129	1172	1301	1172
Fri Mar 27 20:32:31 2026	1774639951	153	1148	1302	1148
Fri Mar 27 20:32:47 2026	1774639967	133	1169	1302	1169
Fri Mar 27 20:32:35 2026	1774639955	158	1143	1302	1143
Fri Mar 27 20:34:38 2026	1774640078	134	1168	1302	1168
Fri Mar 27 20:34:38 2026	1774640078	135	1167	1302	1167
Fri Mar 27 20:34:37 2026	1774640077	129	1173	1302	1173
Fri Mar 27 20:35:16 2026	1774640116	133	1169	1302	1169
Fri Mar 27 20:33:27 2026	1774640007	173	1129	1302	1129
Fri Mar 27 20:34:15 2026	1774640055	133	1169	1302	1169
Fri Mar 27 20:32:43 2026	1774639963	143	1159	1302	1159
Fri Mar 27 20:34:22 2026	1774640062	119	1183	1302	1183
Fri Mar 27 20:32:43 2026	1774639963	142	1160	1302	1159
Fri Mar 27 20:36:24 2026	1774640184	157	1145	1302	1145
Fri Mar 27 20:35:04 2026	1774640104	141	1161	1302	1161
Fri Mar 27 20:33:43 2026	1774640023	133	1169	1302	1169
Fri Mar 27 20:34:36 2026	1774640076	115	1187	1302	1187
Fri Mar 27 20:32:19 2026	1774639939	170	1132	1302	1132
Fri Mar 27 20:34:14 2026	1774640054	163	1139	1302	1139
Fri Mar 27 20:32:44 2026	1774639964	134	1169	1302	1169
Fri Mar 27 20:36:24 2026	1774640184	135	1167	1302	1167
Fri Mar 27 20:33:44 2026	1774640024	134	1169	1302	1169
Fri Mar 27 20:34:14 2026	1774640054	163	1140	1302	1140
Fri Mar 27 20:36:26 2026	1774640186	150	1153	1303	1153
Fri Mar 27 20:32:51 2026	1774639971	133	1170	1303	1170
Fri Mar 27 20:32:47 2026	1774639967	132	1171	1303	1171
Fri Mar 27 20:34:15 2026	1774640055	134	1169	1303	1169
Fri Mar 27 20:35:32 2026	1774640132	172	1131	1303	1131
Fri Mar 27 20:34:15 2026	1774640055	134	1169	1303	1169
Fri Mar 27 20:33:22 2026	1774640002	131	1172	1303	1172
Fri Mar 27 20:34:58 2026	1774640098	130	1173	1303	1173
Fri Mar 27 20:32:54 2026	1774639974	137	1166	1303	1166
Fri Mar 27 20:34:48 2026	1774640088	157	1146	1303	1146
Fri Mar 27 20:34:01 2026	1774640041	135	1168	1303	1168
Fri Mar 27 20:34:38 2026	1774640078	146	1157	1303	1157
Fri Mar 27 20:34:19 2026	1774640059	149	1154	1303	1154
Fri Mar 27 20:34:19 2026	1774640059	126	1178	1303	1177
Fri Mar 27 20:34:27 2026	1774640067	166	1137	1303	1137
Fri Mar 27 20:32:45 2026	1774639965	137	1166	1303	1166
Fri Mar 27 20:35:37 2026	1774640137	134	1169	1303	1168
Fri Mar 27 20:34:58 2026	1774640098	122	1181	1303	1181
Fri Mar 27 20:34:58 2026	1774640098	121	1182	1303	1182
Fri Mar 27 20:34:05 2026	1774640045	142	1162	1303	1162
Fri Mar 27 20:33:56 2026	1774640036	151	1152	1303	1152
Fri Mar 27 20:32:36 2026	1774639956	135	1169	1304	1169
Fri Mar 27 20:33:06 2026	1774639986	170	1134	1304	1131
Fri Mar 27 20:36:05 2026	1774640165	131	1173	1304	1173
Fri Mar 27 20:34:33 2026	1774640073	134	1170	1304	1170
Fri Mar 27 20:35:36 2026	1774640136	131	1173	1304	1173
Fri Mar 27 20:32:36 2026	1774639956	136	1168	1304	1168
Fri Mar 27 20:34:36 2026	1774640076	168	1135	1304	1135
Fri Mar 27 20:35:39 2026	1774640139	134	1170	1304	1170
Fri Mar 27 20:35:41 2026	1774640141	150	1154	1304	1154
Fri Mar 27 20:33:17 2026	1774639997	160	1144	1304	1144
Fri Mar 27 20:32:31 2026	1774639951	135	1169	1304	1169
Fri Mar 27 20:32:51 2026	1774639971	141	1163	1304	1163
Fri Mar 27 20:36:14 2026	1774640174	134	1169	1304	1169
Fri Mar 27 20:32:44 2026	1774639964	125	1179	1304	1179
Fri Mar 27 20:35:03 2026	1774640103	132	1172	1304	1172
Fri Mar 27 20:32:41 2026	1774639961	136	1168	1304	1168
Fri Mar 27 20:32:48 2026	1774639968	133	1171	1304	1171
Fri Mar 27 20:32:53 2026	1774639973	123	1181	1304	1181
Fri Mar 27 20:33:17 2026	1774639997	141	1163	1304	1163
Fri Mar 27 20:35:09 2026	1774640109	119	1185	1304	1185
Fri Mar 27 20:36:25 2026	1774640185	149	1155	1304	1155
Fri Mar 27 20:33:17 2026	1774639997	160	1144	1304	1144
Fri Mar 27 20:34:49 2026	1774640089	149	1156	1304	1156
Fri Mar 27 20:34:26 2026	1774640066	134	1171	1304	1170
Fri Mar 27 20:35:46 2026	1774640146	140	1165	1305	1165
Fri Mar 27 20:33:45 2026	1774640025	138	1167	1305	1166
Fri Mar 27 20:32:19 2026	1774639939	170	1134	1305	1134
Fri Mar 27 20:32:51 2026	1774639971	155	1150	1305	1150
Fri Mar 27 20:36:23 2026	1774640183	125	1179	1305	1179
Fri Mar 27 20:35:45 2026	1774640145	178	1127	1305	1127
Fri Mar 27 20:34:36 2026	1774640076	169	1135	1305	1135
