starttime	seconds	ctime	dtime	ttime	wait
Fri Mar 27 20:35:51 2026	1774640151	1194	1409	2603	1409
Fri Mar 27 20:35:30 2026	1774640130	1209	1397	2605	1396
Fri Mar 27 20:35:30 2026	1774640130	1209	1397	2606	1396
Fri Mar 27 20:34:38 2026	1774640078	1427	1179	2606	1178
Fri Mar 27 20:34:23 2026	1774640063	1222	1383	2606	1383
Fri Mar 27 20:35:30 2026	1774640130	1209	1398	2607	1398
Fri Mar 27 20:34:23 2026	1774640063	1226	1383	2609	1383
Fri Mar 27 20:35:43 2026	1774640143	1247	1363	2610	1363
Fri Mar 27 20:36:04 2026	1774640164	168	2442	2610	1266
Fri Mar 27 20:35:30 2026	1774640130	147	2464	2610	1759
Fri Mar 27 20:34:14 2026	1774640054	1407	1205	2612	1205
Fri Mar 27 20:35:21 2026	1774640121	1186	1426	2612	1426
Fri Mar 27 20:33:29 2026	1774640009	1141	1474	2615	1474
Fri Mar 27 20:36:04 2026	1774640164	167	2448	2615	1297
Fri Mar 27 20:33:43 2026	1774640023	146	2470	2616	1215
Fri Mar 27 20:35:01 2026	1774640101	136	2480	2616	1206
Fri Mar 27 20:34:14 2026	1774640054	1465	1154	2619	1153
Fri Mar 27 20:32:29 2026	1774639949	187	2434	2621	1173
Fri Mar 27 20:34:45 2026	1774640085	139	2483	2622	1198
Fri Mar 27 20:35:32 2026	1774640132	1156	1467	2623	1467
Fri Mar 27 20:36:25 2026	1774640185	138	2486	2624	1224
Fri Mar 27 20:34:08 2026	1774640048	146	2478	2624	1243
Fri Mar 27 20:34:08 2026	1774640048	1292	1333	2625	1333
Fri Mar 27 20:33:40 2026	1774640020	164	2464	2628	1185
Fri Mar 27 20:33:32 2026	1774640012	286	2344	2629	1208
Fri Mar 27 20:34:41 2026	1774640081	1247	1385	2632	1385
Fri Mar 27 20:33:53 2026	1774640033	150	2483	2633	1222
Fri Mar 27 20:34:41 2026	1774640081	1224	1411	2635	1411
Fri Mar 27 20:34:22 2026	1774640062	1274	1362	2636	1362
Fri Mar 27 20:35:17 2026	1774640117	128	2513	2641	1204
Fri Mar 27 20:34:43 2026	1774640083	166	2476	2642	1200
Fri Mar 27 20:32:53 2026	1774639973	158	2484	2642	1177
Fri Mar 27 20:33:02 2026	1774639982	179	2462	2642	1192
Fri Mar 27 20:34:13 2026	1774640053	1246	1400	2646	1400
Fri Mar 27 20:33:40 2026	1774640020	189	2459	2648	1181
Fri Mar 27 20:33:24 2026	1774640004	172	2478	2650	1203
Fri Mar 27 20:35:22 2026	1774640122	1246	1404	2650	1404
Fri Mar 27 20:32:29 2026	1774639949	131	2520	2651	1198
Fri Mar 27 20:35:43 2026	1774640143	1174	1480	2654	1480
Fri Mar 27 20:33:12 2026	1774639992	179	2475	2654	1199
Fri Mar 27 20:35:18 2026	1774640118	169	2488	2657	1178
Fri Mar 27 20:36:02 2026	1774640162	193	2467	2659	1589
Fri Mar 27 20:36:08 2026	1774640168	197	2463	2660	1197
Fri Mar 27 20:33:45 2026	1774640025	143	2517	2661	1201
Fri Mar 27 20:35:09 2026	1774640109	149	2512	2661	1200
Fri Mar 27 20:32:40 2026	1774639960	177	2487	2664	1171
Fri Mar 27 20:33:32 2026	1774640012	285	2381	2666	1208
Fri Mar 27 20:33:32 2026	1774640012	285	2381	2666	1208
Fri Mar 27 20:36:04 2026	1774640164	185	2483	2668	1184
Fri Mar 27 20:34:51 2026	1774640091	1346	1325	2671	1324
Fri Mar 27 20:32:31 2026	1774639951	158	2513	2671	1257
Fri Mar 27 20:34:23 2026	1774640063	142	2532	2674	1180
Fri Mar 27 20:34:23 2026	1774640063	142	2532	2674	1180
Fri Mar 27 20:34:23 2026	1774640063	143	2532	2675	1180
Fri Mar 27 20:34:23 2026	1774640063	143	2532	2675	1180
Fri Mar 27 20:35:13 2026	1774640113	205	2474	2679	1199
Fri Mar 27 20:34:27 2026	1774640067	140	2541	2681	1212
Fri Mar 27 20:32:40 2026	1774639960	196	2487	2683	1170
Fri Mar 27 20:32:40 2026	1774639960	196	2487	2683	1174
Fri Mar 27 20:32:46 2026	1774639966	144	2541	2685	1207
Fri Mar 27 20:33:39 2026	1774640019	185	2500	2685	1192
Fri Mar 27 20:33:09 2026	1774639989	186	2502	2688	1177
Fri Mar 27 20:34:44 2026	1774640084	192	2499	2690	1196
Fri Mar 27 20:34:41 2026	1774640081	1164	1530	2694	1530
Fri Mar 27 20:34:12 2026	1774640052	199	2498	2697	1158
Fri Mar 27 20:35:18 2026	1774640118	1319	1379	2698	1379
Fri Mar 27 20:33:10 2026	1774639990	125	2583	2708	1224
Fri Mar 27 20:32:59 2026	1774639979	167	2545	2712	1192
Fri Mar 27 20:33:09 2026	1774639989	175	2539	2714	1179
Fri Mar 27 20:34:15 2026	1774640055	374	2347	2721	1155
Fri Mar 27 20:32:49 2026	1774639969	168	2558	2726	1188
Fri Mar 27 20:32:24 2026	1774639944	151	2578	2729	2578
Fri Mar 27 20:32:59 2026	1774639979	185	2547	2732	1192
Fri Mar 27 20:33:16 2026	1774639996	188	2547	2735	1176
Fri Mar 27 20:36:09 2026	1774640169	222	2524	2746	1169
Fri Mar 27 20:36:09 2026	1774640169	223	2524	2747	1171
Fri Mar 27 20:35:06 2026	1774640106	190	2557	2747	1207
Fri Mar 27 20:35:10 2026	1774640110	247	2500	2747	1196
Fri Mar 27 20:34:10 2026	1774640050	310	2458	2769	1193
Fri Mar 27 20:33:16 2026	1774639996	250	2547	2797	1178
Fri Mar 27 20:33:16 2026	1774639996	250	2547	2797	1178
Fri Mar 27 20:32:31 2026	1774639951	158	2640	2798	1258
Fri Mar 27 20:33:16 2026	1774639996	250	2549	2799	1178
Fri Mar 27 20:33:16 2026	1774639996	1155	1646	2801	1128
Fri Mar 27 20:36:00 2026	1774640160	1158	1643	2802	1643
Fri Mar 27 20:33:58 2026	1774640038	1132	1670	2802	1130
Fri Mar 27 20:34:03 2026	1774640043	1135	1669	2804	1136
Fri Mar 27 20:33:06 2026	1774639986	1150	1664	2813	1123
Fri Mar 27 20:32:40 2026	1774639960	1150	1663	2814	1137
Fri Mar 27 20:35:10 2026	1774640110	1150	1665	2814	1122
Fri Mar 27 20:32:56 2026	1774639976	1139	1675	2814	1133
Fri Mar 27 20:32:31 2026	1774639951	1136	1678	2815	1159
Fri Mar 27 20:36:01 2026	1774640161	171	2646	2817	1968
Fri Mar 27 20:36:01 2026	1774640161	166	2651	2818	1973
Fri Mar 27 20:34:35 2026	1774640075	1171	1647	2818	1140
Fri Mar 27 20:32:31 2026	1774639951	158	2660	2818	1258
Fri Mar 27 20:36:01 2026	1774640161	175	2645	2821	1970
Fri Mar 27 20:36:01 2026	1774640161	171	2649	2821	1971
Fri Mar 27 20:33:26 2026	1774640006	186	2642	2828	1239
Fri Mar 27 20:33:26 2026	1774640006	186	2642	2829	1239
Fri Mar 27 20:33:39 2026	1774640019	177	2654	2831	1274
Fri Mar 27 20:36:16 2026	1774640176	1144	1689	2833	1131
Fri Mar 27 20:35:35 2026	1774640135	181	2653	2834	1209
Fri Mar 27 20:35:35 2026	1774640135	181	2653	2834	1209
Fri Mar 27 20:32:47 2026	1774639967	1193	1643	2836	1136
Fri Mar 27 20:33:56 2026	1774640036	1195	1648	2843	1139
Fri Mar 27 20:33:28 2026	1774640008	1165	1678	2843	1140
Fri Mar 27 20:35:03 2026	1774640103	1132	1711	2844	1132
Fri Mar 27 20:34:48 2026	1774640088	1162	1682	2844	1132
Fri Mar 27 20:35:11 2026	1774640111	1164	1681	2845	1142
Fri Mar 27 20:33:34 2026	1774640014	1170	1684	2854	1135
Fri Mar 27 20:34:34 2026	1774640074	1149	1706	2855	1138
Fri Mar 27 20:33:26 2026	1774640006	139	2716	2855	1216
Fri Mar 27 20:34:51 2026	1774640091	1150	1707	2857	1179
Fri Mar 27 20:36:20 2026	1774640180	1166	1699	2865	1163
Fri Mar 27 20:36:20 2026	1774640180	1169	1697	2866	1162
Fri Mar 27 20:32:58 2026	1774639978	146	2723	2870	1235
Fri Mar 27 20:33:00 2026	1774639980	1129	1744	2873	1174
Fri Mar 27 20:33:58 2026	1774640038	1199	1676	2874	1141
Fri Mar 27 20:36:16 2026	1774640176	1144	1731	2875	1135
Fri Mar 27 20:32:42 2026	1774639962	1201	1674	2875	1136
Fri Mar 27 20:34:11 2026	1774640051	1200	1677	2877	1139
Fri Mar 27 20:32:53 2026	1774639973	1182	1697	2879	1155
Fri Mar 27 20:36:01 2026	1774640161	174	2707	2882	2022
Fri Mar 27 20:33:56 2026	1774640036	1200	1683	2883	1139
Fri Mar 27 20:32:33 2026	1774639953	1174	1710	2884	1150
Fri Mar 27 20:33:15 2026	1774639995	1159	1727	2887	1158
Fri Mar 27 20:33:15 2026	1774639995	1160	1727	2887	1159
Fri Mar 27 20:36:22 2026	1774640182	1155	1731	2887	1132
Fri Mar 27 20:33:15 2026	1774639995	1160	1727	2887	1158
Fri Mar 27 20:34:47 2026	1774640087	1164	1723	2887	1140
Fri Mar 27 20:34:53 2026	1774640093	1235	1656	2890	1137
Fri Mar 27 20:33:15 2026	1774639995	1162	1729	2890	1156
Fri Mar 27 20:34:04 2026	1774640044	1151	1739	2890	1153
Fri Mar 27 20:33:15 2026	1774639995	1162	1729	2891	1156
Fri Mar 27 20:34:04 2026	1774640044	1154	1738	2892	1152
Fri Mar 27 20:33:03 2026	1774639983	1117	1776	2894	1172
Fri Mar 27 20:32:39 2026	1774639959	1145	1753	2898	1158
Fri Mar 27 20:35:09 2026	1774640109	176	2723	2899	1368
Fri Mar 27 20:33:25 2026	1774640005	1172	1728	2900	1138
Fri Mar 27 20:33:57 2026	1774640037	1186	1713	2900	1138
Fri Mar 27 20:34:17 2026	1774640057	1130	1771	2901	1169
Fri Mar 27 20:34:21 2026	1774640061	1143	1760	2903	1145
Fri Mar 27 20:35:08 2026	1774640108	1144	1759	2903	1179
Fri Mar 27 20:34:38 2026	1774640078	1138	1765	2904	1163
Fri Mar 27 20:33:54 2026	1774640034	1165	1740	2905	1149
Fri Mar 27 20:34:06 2026	1774640046	1187	1720	2906	1146
Fri Mar 27 20:34:55 2026	1774640095	1137	1770	2907	1169
Fri Mar 27 20:33:07 2026	1774639987	1240	1668	2907	1142
Fri Mar 27 20:33:54 2026	1774640034	1168	1740	2907	1150
Fri Mar 27 20:33:52 2026	1774640032	1233	1675	2908	1135
Fri Mar 27 20:34:14 2026	1774640054	1198	1712	2910	1167
Fri Mar 27 20:34:35 2026	1774640075	1149	1761	2911	1159
Fri Mar 27 20:34:38 2026	1774640078	1145	1765	2911	1163
Fri Mar 27 20:35:10 2026	1774640110	1175	1738	2912	1160
Fri Mar 27 20:34:46 2026	1774640086	1232	1683	2915	1142
Fri Mar 27 20:36:13 2026	1774640173	1160	1759	2919	1166
Fri Mar 27 20:35:42 2026	1774640142	1137	1791	2928	1172
Fri Mar 27 20:33:03 2026	1774639983	1120	1809	2928	1170
Fri Mar 27 20:32:48 2026	1774639968	1168	1761	2929	1178
Fri Mar 27 20:33:08 2026	1774639988	1148	1782	2930	1159
Fri Mar 27 20:35:09 2026	1774640109	1126	1804	2930	1174
Fri Mar 27 20:34:04 2026	1774640044	1134	1797	2931	1204
Fri Mar 27 20:34:56 2026	1774640096	1131	1800	2931	1163
Fri Mar 27 20:32:53 2026	1774639973	1208	1726	2934	1155
Fri Mar 27 20:34:51 2026	1774640091	1177	1757	2935	1163
Fri Mar 27 20:34:52 2026	1774640092	174	2761	2935	1236
Fri Mar 27 20:33:56 2026	1774640036	1171	1764	2936	1144
Fri Mar 27 20:34:13 2026	1774640053	1255	1681	2936	1132
Fri Mar 27 20:34:13 2026	1774640053	1251	1685	2936	1131
Fri Mar 27 20:33:52 2026	1774640032	1183	1754	2936	1126
Fri Mar 27 20:35:11 2026	1774640111	1160	1777	2937	1143
Fri Mar 27 20:34:02 2026	1774640042	1250	1688	2938	1155
Fri Mar 27 20:33:02 2026	1774639982	1135	1802	2938	1180
Fri Mar 27 20:34:20 2026	1774640060	1148	1791	2939	1183
Fri Mar 27 20:32:39 2026	1774639959	1178	1764	2942	1125
Fri Mar 27 20:32:36 2026	1774639956	1149	1792	2942	1160
Fri Mar 27 20:32:48 2026	1774639968	1151	1793	2944	1178
Fri Mar 27 20:33:57 2026	1774640037	1166	1779	2945	1163
Fri Mar 27 20:34:08 2026	1774640048	1142	1805	2947	1171
Fri Mar 27 20:33:47 2026	1774640027	1162	1786	2948	1163
Fri Mar 27 20:33:23 2026	1774640003	1144	1807	2951	1161
Fri Mar 27 20:34:47 2026	1774640087	1229	1722	2951	1141
Fri Mar 27 20:34:55 2026	1774640095	1168	1787	2955	1166
Fri Mar 27 20:32:39 2026	1774639959	1164	1796	2959	1136
Fri Mar 27 20:33:14 2026	1774639994	1203	1758	2961	1156
Fri Mar 27 20:33:43 2026	1774640023	1142	1821	2962	1166
Fri Mar 27 20:33:05 2026	1774639985	1155	1809	2964	1172
Fri Mar 27 20:33:05 2026	1774639985	1167	1798	2964	1170
Fri Mar 27 20:32:59 2026	1774639979	1158	1807	2965	1168
Fri Mar 27 20:33:49 2026	1774640029	1250	1715	2965	1171
Fri Mar 27 20:34:26 2026	1774640066	1155	1810	2965	1165
Fri Mar 27 20:33:05 2026	1774639985	1168	1798	2966	1196
Fri Mar 27 20:35:01 2026	1774640101	1269	1698	2967	1138
Fri Mar 27 20:34:16 2026	1774640056	1166	1802	2968	1140
Fri Mar 27 20:32:31 2026	1774639951	1184	1785	2969	1148
Fri Mar 27 20:33:44 2026	1774640024	1132	1838	2970	1172
Fri Mar 27 20:35:09 2026	1774640109	1176	1795	2971	1166
Fri Mar 27 20:33:36 2026	1774640016	1145	1827	2972	1169
Fri Mar 27 20:33:41 2026	1774640021	1163	1810	2973	1183
Fri Mar 27 20:34:44 2026	1774640084	1147	1826	2973	1162
Fri Mar 27 20:34:48 2026	1774640088	1184	1789	2973	1152
Fri Mar 27 20:32:52 2026	1774639972	1168	1806	2973	1172
Fri Mar 27 20:33:34 2026	1774640014	1201	1773	2974	1168
Fri Mar 27 20:33:51 2026	1774640031	1208	1766	2974	1163
Fri Mar 27 20:32:52 2026	1774639972	1169	1805	2974	1172
Fri Mar 27 20:34:59 2026	1774640099	1159	1815	2974	1175
Fri Mar 27 20:35:12 2026	1774640112	1199	1775	2974	1166
Fri Mar 27 20:34:59 2026	1774640099	1159	1815	2974	1175
Fri Mar 27 20:34:59 2026	1774640099	1164	1810	2974	1171
Fri Mar 27 20:34:59 2026	1774640099	1164	1810	2974	1171
Fri Mar 27 20:35:12 2026	1774640112	1199	1775	2974	1165
Fri Mar 27 20:34:13 2026	1774640053	1294	1680	2975	1132
Fri Mar 27 20:34:29 2026	1774640069	1204	1771	2975	1166
Fri Mar 27 20:32:39 2026	1774639959	1169	1807	2975	1168
Fri Mar 27 20:34:26 2026	1774640066	1186	1789	2975	1162
Fri Mar 27 20:34:00 2026	1774640040	1155	1821	2975	1182
Fri Mar 27 20:33:40 2026	1774640020	1180	1797	2977	1158
Fri Mar 27 20:33:40 2026	1774640020	1180	1797	2977	1152
Fri Mar 27 20:33:33 2026	1774640013	1145	1832	2977	1164
Fri Mar 27 20:33:33 2026	1774640013	1145	1832	2978	1164
Fri Mar 27 20:34:53 2026	1774640093	1208	1772	2980	1167
Fri Mar 27 20:33:45 2026	1774640025	160	2820	2980	1192
Fri Mar 27 20:33:28 2026	1774640008	1139	1844	2983	1177
Fri Mar 27 20:35:42 2026	1774640142	1173	1812	2985	1165
Fri Mar 27 20:32:35 2026	1774639955	1167	1819	2986	1159
Fri Mar 27 20:33:40 2026	1774640020	1183	1804	2987	1171
Fri Mar 27 20:32:55 2026	1774639975	1182	1806	2988	1172
Fri Mar 27 20:33:08 2026	1774639988	1218	1772	2990	1149
Fri Mar 27 20:32:36 2026	1774639956	1165	1826	2990	1160
Fri Mar 27 20:36:00 2026	1774640160	1155	1838	2993	1837
Fri Mar 27 20:34:21 2026	1774640061	1199	1795	2994	1171
Fri Mar 27 20:36:16 2026	1774640176	1181	1815	2996	1158
Fri Mar 27 20:36:00 2026	1774640160	1160	1838	2997	1837
Fri Mar 27 20:36:00 2026	1774640160	1162	1835	2998	1835
Fri Mar 27 20:36:00 2026	1774640160	1162	1835	2998	1835
Fri Mar 27 20:32:54 2026	1774639974	1193	1805	2998	1179
Fri Mar 27 20:35:21 2026	1774640121	1159	1838	2998	1237
Fri Mar 27 20:35:11 2026	1774640111	1162	1835	2998	1193
Fri Mar 27 20:36:00 2026	1774640160	1163	1834	2998	1834
Fri Mar 27 20:33:00 2026	1774639980	1193	1805	2998	1194
Fri Mar 27 20:34:35 2026	1774640075	1145	1853	2998	1169
Fri Mar 27 20:36:00 2026	1774640160	1167	1831	2998	1831
Fri Mar 27 20:35:11 2026	1774640111	1163	1837	2999	1187
Fri Mar 27 20:33:57 2026	1774640037	1187	1813	3000	1163
Fri Mar 27 20:34:38 2026	1774640078	1235	1765	3001	1163
Fri Mar 27 20:34:26 2026	1774640066	1197	1804	3001	1170
Fri Mar 27 20:33:43 2026	1774640023	1195	1806	3001	1183
Fri Mar 27 20:35:00 2026	1774640100	1142	1860	3002	1175
Fri Mar 27 20:32:29 2026	1774639949	1167	1835	3002	1199
Fri Mar 27 20:35:10 2026	1774640110	1159	1844	3003	1176
Fri Mar 27 20:34:00 2026	1774640040	1207	1796	3004	1141
Fri Mar 27 20:33:28 2026	1774640008	1184	1822	3006	1170
Fri Mar 27 20:33:45 2026	1774640025	186	2820	3006	1192
Fri Mar 27 20:33:01 2026	1774639981	1126	1880	3007	1187
Fri Mar 27 20:32:24 2026	1774639944	149	2859	3008	2859
Fri Mar 27 20:33:43 2026	1774640023	1207	1802	3009	1176
Fri Mar 27 20:32:32 2026	1774639952	1149	1860	3009	1197
Fri Mar 27 20:33:19 2026	1774639999	1205	1804	3010	1195
Fri Mar 27 20:35:09 2026	1774640109	1149	1861	3010	1180
Fri Mar 27 20:33:19 2026	1774639999	1205	1806	3012	1167
Fri Mar 27 20:34:42 2026	1774640082	1284	1728	3012	1137
Fri Mar 27 20:34:42 2026	1774640082	1284	1728	3012	1138
Fri Mar 27 20:32:24 2026	1774639944	149	2864	3013	2863
Fri Mar 27 20:33:48 2026	1774640028	1174	1841	3015	1159
Fri Mar 27 20:36:01 2026	1774640161	1195	1821	3016	1207
Fri Mar 27 20:35:03 2026	1774640103	1195	1822	3017	1212
Fri Mar 27 20:33:21 2026	1774640001	1165	1852	3017	1171
Fri Mar 27 20:33:21 2026	1774640001	1165	1853	3018	1176
Fri Mar 27 20:34:35 2026	1774640075	1165	1854	3019	1169
Fri Mar 27 20:34:26 2026	1774640066	1166	1853	3019	1169
Fri Mar 27 20:33:17 2026	1774639997	1202	1817	3019	1169
Fri Mar 27 20:32:51 2026	1774639971	1183	1836	3019	1177
Fri Mar 27 20:33:55 2026	1774640035	1228	1793	3021	1149
Fri Mar 27 20:34:51 2026	1774640091	1191	1830	3021	1180
Fri Mar 27 20:32:58 2026	1774639978	1162	1862	3023	1176
Fri Mar 27 20:34:50 2026	1774640090	1165	1860	3025	1182
Fri Mar 27 20:34:50 2026	1774640090	1167	1858	3025	1182
Fri Mar 27 20:35:05 2026	1774640105	1234	1792	3027	1169
Fri Mar 27 20:35:16 2026	1774640116	1223	1804	3027	1169
Fri Mar 27 20:34:10 2026	1774640050	1139	1888	3028	1188
Fri Mar 27 20:35:08 2026	1774640108	1235	1793	3028	1181
Fri Mar 27 20:34:10 2026	1774640050	1139	1888	3028	1188
Fri Mar 27 20:34:50 2026	1774640090	1167	1863	3030	1182
Fri Mar 27 20:34:30 2026	1774640070	1187	1843	3030	1178
Fri Mar 27 20:33:26 2026	1774640006	1175	1856	3030	1190
Fri Mar 27 20:32:54 2026	1774639974	1157	1874	3031	1174
Fri Mar 27 20:34:02 2026	1774640042	201	2831	3031	1252
Fri Mar 27 20:34:02 2026	1774640042	201	2831	3031	1252
Fri Mar 27 20:35:03 2026	1774640103	1195	1838	3033	1212
Fri Mar 27 20:34:17 2026	1774640057	213	2821	3035	1197
Fri Mar 27 20:34:18 2026	1774640058	1210	1825	3035	1164
Fri Mar 27 20:33:32 2026	1774640012	1203	1832	3035	1164
Fri Mar 27 20:32:38 2026	1774639958	1227	1809	3036	1187
Fri Mar 27 20:32:49 2026	1774639969	1174	1862	3036	1182
Fri Mar 27 20:32:49 2026	1774639969	1201	1835	3036	1166
Fri Mar 27 20:32:36 2026	1774639956	1177	1861	3037	1196
Fri Mar 27 20:35:20 2026	1774640120	1163	1874	3038	1221
Fri Mar 27 20:33:48 2026	1774640028	1149	1889	3038	1197
Fri Mar 27 20:33:20 2026	1774640000	1204	1835	3039	1177
Fri Mar 27 20:33:47 2026	1774640027	232	2807	3040	1190
Fri Mar 27 20:33:20 2026	1774640000	1204	1836	3040	1177
Fri Mar 27 20:34:44 2026	1774640084	1222	1818	3040	1189
Fri Mar 27 20:34:51 2026	1774640091	1134	1908	3043	1168
Fri Mar 27 20:33:50 2026	1774640030	1214	1829	3043	1181
Fri Mar 27 20:33:50 2026	1774640030	1214	1830	3044	1180
Fri Mar 27 20:33:50 2026	1774640030	1214	1830	3044	1180
Fri Mar 27 20:33:21 2026	1774640001	1260	1783	3044	1170
Fri Mar 27 20:33:19 2026	1774639999	1138	1907	3045	1311
Fri Mar 27 20:33:03 2026	1774639983	1210	1835	3045	1230
Fri Mar 27 20:35:03 2026	1774640103	1175	1871	3047	1156
Fri Mar 27 20:34:28 2026	1774640068	1113	1937	3050	1230
Fri Mar 27 20:33:49 2026	1774640029	1213	1839	3051	1208
Fri Mar 27 20:33:09 2026	1774639989	1181	1870	3051	1227
Fri Mar 27 20:35:10 2026	1774640110	1187	1865	3052	1168
Fri Mar 27 20:35:05 2026	1774640105	1205	1850	3055	1227
Fri Mar 27 20:36:04 2026	1774640164	1178	1877	3055	1189
Fri Mar 27 20:34:03 2026	1774640043	1266	1790	3056	1136
Fri Mar 27 20:34:03 2026	1774640043	1266	1790	3056	1136
Fri Mar 27 20:34:03 2026	1774640043	1266	1790	3056	1136
Fri Mar 27 20:35:14 2026	1774640114	1216	1840	3056	1172
Fri Mar 27 20:32:54 2026	1774639974	1156	1901	3057	1175
Fri Mar 27 20:34:52 2026	1774640092	177	2880	3057	1247
Fri Mar 27 20:36:21 2026	1774640181	146	2913	3059	1150
Fri Mar 27 20:36:03 2026	1774640163	1154	1908	3062	1294
Fri Mar 27 20:33:36 2026	1774640016	186	2876	3062	1251
Fri Mar 27 20:32:54 2026	1774639974	1157	1905	3062	1174
Fri Mar 27 20:33:21 2026	1774640001	1228	1834	3062	1184
Fri Mar 27 20:34:32 2026	1774640072	1165	1898	3064	1222
Fri Mar 27 20:35:04 2026	1774640104	1272	1794	3066	1170
Fri Mar 27 20:34:09 2026	1774640049	1201	1865	3067	1190
Fri Mar 27 20:32:30 2026	1774639950	1170	1897	3067	1177
Fri Mar 27 20:36:02 2026	1774640162	1122	1945	3067	1281
Fri Mar 27 20:35:20 2026	1774640120	1180	1888	3068	1155
Fri Mar 27 20:33:56 2026	1774640036	1304	1765	3069	1145
Fri Mar 27 20:33:44 2026	1774640024	1233	1836	3069	1176
Fri Mar 27 20:34:31 2026	1774640071	1220	1849	3069	1178
Fri Mar 27 20:32:56 2026	1774639976	1232	1837	3070	1219
Fri Mar 27 20:32:41 2026	1774639961	1164	1905	3070	1200
Fri Mar 27 20:33:20 2026	1774640000	1204	1868	3072	1179
Fri Mar 27 20:33:35 2026	1774640015	1182	1891	3073	1160
Fri Mar 27 20:35:16 2026	1774640116	1242	1833	3075	1154
Fri Mar 27 20:33:43 2026	1774640023	1147	1928	3075	1250
Fri Mar 27 20:35:34 2026	1774640134	1165	1910	3075	1197
Fri Mar 27 20:33:12 2026	1774639992	201	2876	3077	1253
Fri Mar 27 20:36:15 2026	1774640175	1193	1885	3078	1169
Fri Mar 27 20:33:55 2026	1774640035	1164	1919	3082	1212
Fri Mar 27 20:32:37 2026	1774639957	1263	1822	3085	1161
Fri Mar 27 20:35:11 2026	1774640111	1203	1882	3085	1177
Fri Mar 27 20:32:37 2026	1774639957	1264	1822	3085	1161
Fri Mar 27 20:33:01 2026	1774639981	1167	1919	3085	1206
Fri Mar 27 20:34:58 2026	1774640098	1191	1897	3088	1178
Fri Mar 27 20:34:02 2026	1774640042	1233	1856	3089	1201
Fri Mar 27 20:34:43 2026	1774640083	1179	1910	3089	1204
Fri Mar 27 20:33:39 2026	1774640019	1169	1921	3090	1249
Fri Mar 27 20:36:03 2026	1774640163	1151	1941	3092	1296
Fri Mar 27 20:33:29 2026	1774640009	1144	1949	3093	1343
Fri Mar 27 20:36:05 2026	1774640165	1206	1887	3093	1213
Fri Mar 27 20:35:17 2026	1774640117	1134	1962	3096	1163
Fri Mar 27 20:33:33 2026	1774640013	1233	1864	3097	1181
Fri Mar 27 20:34:44 2026	1774640084	1185	1912	3097	1179
Fri Mar 27 20:32:34 2026	1774639954	1229	1868	3097	1173
Fri Mar 27 20:34:09 2026	1774640049	1192	1906	3098	1173
Fri Mar 27 20:33:38 2026	1774640018	1169	1931	3099	1204
Fri Mar 27 20:34:31 2026	1774640071	1153	1947	3100	1220
Fri Mar 27 20:33:14 2026	1774639994	1166	1935	3101	1178
Fri Mar 27 20:32:56 2026	1774639976	1125	1976	3101	1220
Fri Mar 27 20:32:44 2026	1774639964	1199	1902	3101	1204
Fri Mar 27 20:34:09 2026	1774640049	1192	1909	3102	1173
Fri Mar 27 20:34:10 2026	1774640050	1150	1953	3103	1216
Fri Mar 27 20:33:02 2026	1774639982	1169	1936	3105	1245
Fri Mar 27 20:32:51 2026	1774639971	1246	1860	3106	1201
Fri Mar 27 20:32:45 2026	1774639965	1202	1904	3107	1199
Fri Mar 27 20:34:06 2026	1774640046	1211	1896	3107	1193
Fri Mar 27 20:33:22 2026	1774640002	1168	1940	3107	1200
Fri Mar 27 20:33:48 2026	1774640028	1160	1948	3107	1175
Fri Mar 27 20:32:49 2026	1774639969	1141	1968	3109	1212
Fri Mar 27 20:35:37 2026	1774640137	1158	1955	3114	1211
Fri Mar 27 20:35:06 2026	1774640106	1188	1925	3114	1254
Fri Mar 27 20:33:25 2026	1774640005	1165	1949	3114	1226
Fri Mar 27 20:35:15 2026	1774640115	1172	1942	3114	1212
Fri Mar 27 20:33:22 2026	1774640002	1235	1880	3115	1180
Fri Mar 27 20:33:06 2026	1774639986	1178	1937	3115	1236
Fri Mar 27 20:32:37 2026	1774639957	1139	1977	3116	1204
Fri Mar 27 20:34:03 2026	1774640043	1257	1859	3116	1136
Fri Mar 27 20:35:20 2026	1774640120	1221	1896	3117	1174
Fri Mar 27 20:33:52 2026	1774640032	1175	1943	3117	1220
Fri Mar 27 20:33:04 2026	1774639984	1228	1890	3118	1255
Fri Mar 27 20:35:06 2026	1774640106	1257	1861	3119	1252
Fri Mar 27 20:33:40 2026	1774640020	1184	1935	3119	1298
Fri Mar 27 20:35:07 2026	1774640107	1209	1910	3119	1154
Fri Mar 27 20:32:24 2026	1774639944	139	2981	3120	2981
Fri Mar 27 20:32:24 2026	1774639944	139	2981	3120	2981
Fri Mar 27 20:34:19 2026	1774640059	1185	1935	3120	1202
Fri Mar 27 20:33:05 2026	1774639985	1268	1852	3120	1217
Fri Mar 27 20:33:41 2026	1774640021	1278	1843	3121	1163
Fri Mar 27 20:34:49 2026	1774640089	1230	1892	3122	1185
Fri Mar 27 20:35:36 2026	1774640136	1269	1854	3122	1182
Fri Mar 27 20:34:19 2026	1774640059	1196	1927	3123	1215
Fri Mar 27 20:34:15 2026	1774640055	1191	1931	3123	1193
Fri Mar 27 20:34:38 2026	1774640078	1161	1963	3124	1183
